sourcedomain_id,fips,source,description,onlinesince,rank,state,city,url,lon,lat,county
beverlycitizen-wickedlocal.com,25009,beverlycitizen,"Weekly newspaper serving Beverly, Massachusetts. Website also includes articles from North Shore Sunday.",21-Jun-2005,45484,Massachusetts,Beverly,,-70.880049,42.5584283,Essex
bostonherald-bostonherald.com,25025,bostonherald,"Daily local, national, and international news coverage; includes lifestyle, entertainment, horoscopes, reviews, and crosswords.",18-May-1995,25478,Massachusetts,Boston,,-71.0588801,42.3600825,Suffolk
brooklinetab-wickedlocal.com,25021,brooklinetab,"Home of the Brookline TAB, a weekly community-oriented newspaper. Contains town news, information, event listings and links.",21-Jun-2005,45484,Massachusetts,Brookline,,-71.1211635,42.3317642,Norfolk
cambridgechronicle-wickedlocal.com,25017,cambridgechronicle,"Local news, weather, community events, classifieds, and business and organization listings from the Community Newspaper Company, publishers of the weekly Tab newspapers.",21-Jun-2005,45484,Massachusetts,Cambridge,,-71.10973349999998,42.3736158,Middlesex
communityadvocate-communityadvocate.com,25027,communityadvocate,"Includes Westborough and regional news, sports, and school information.",11-Dec-1996,1345852,Massachusetts,Westborough,,-71.6161294,42.2695216,Worcester
concordjournal-wickedlocal.com,25017,concordjournal,"Features regional news, sports and entertainment.",21-Jun-2005,45484,Massachusetts,Concord,,-71.34894840000003,42.4603719,Middlesex
dorchesterreporter-dotnews.com,25025,dorchesterreporter,"Includes police logs, obituaries, job opportunities, and neighborhood news.",29-Apr-2002,493719,Massachusetts,Boston,,-71.0588801,42.3600825,Suffolk
duxburyclipper-duxburyclipper.com,25023,duxburyclipper,"Includes local news, forums, classifieds, and subscription information.",08-Jan-1999,2784516,Massachusetts,Duxbury,,-70.6722767,42.0417525,Plymouth
hamiltonwenhamchronicle-wickedlocal.com,25009,hamiltonwenhamchronicle,"That’s “wicked” as in “very” – not “witch.” Provides tools for New England communities to write stories, join forums, post events, upload videos and publish pictures.",21-Jun-2005,45484,Massachusetts,Danvers,,-70.93212199999998,42.5750009,Essex
theheraldnews-heraldnews.com,25005,theheraldnews,"Provides Fall River area news, obituaries, personals, and subscription information.",07-Jun-1996,450683,Massachusetts,Fall River,,-71.1550451,41.7014912,Bristol
ipswichchronicle-wickedlocal.com,25009,ipswichchronicle,Includes community news stories and information.,21-Jun-2005,45484,Massachusetts,Danvers,,-70.93212199999998,42.5750009,Essex
thejewishadvocate-thejewishadvocate.com,25025,thejewishadvocate,"Includes local, national, and international news and information for the Jewish community.",12-Dec-1997,5434138,Massachusetts,Boston,,-71.0588801,42.3600825,Suffolk
lexingtonminuteman-wickedlocal.com,25017,lexingtonminuteman,Local news from the Lexington Minuteman.,21-Jun-2005,45484,Massachusetts,Lexington,,-71.2271531,42.4473497,Middlesex
thelowellsun-lowellsun.com,25017,thelowellsun,"Includes local news, employment listings, fall foliage guide, and funeral notices.",24-Jul-1996,207444,Massachusetts,Lowell,,-71.3161718,42.633424700000006,Middlesex
maldenobserver-wickedlocal.com,25017,maldenobserver,"That’s “wicked” as in “very” – not “witch.” Provides tools for New England communities to write stories, join forums, post events, upload videos and publish pictures.",21-Jun-2005,45484,Massachusetts,Melrose,,-71.06616329999999,42.45842920000001,Middlesex
marbleheadreporter-wickedlocal.com,25009,marbleheadreporter,"Local newspaper with feature news, community resources, tourist information, and classifieds.",21-Jun-2005,45484,Massachusetts,Marblehead,,-70.85780240000003,42.4999582,Essex
martha’svineyardtimes-mvtimes.com,25007,martha’svineyardtimes,"Includes local news, dining and hotel information, real estate rental directory, and wedding planner.",19-May-1998,235172,Massachusetts,Vineyard Haven,,-70.6036395,41.4542786,Dukes
melrosefreepress-wickedlocal.com,25017,melrosefreepress,"That’s “wicked” as in “very” – not “witch.” Provides tools for New England communities to write stories, join forums, post events, upload videos and publish pictures.",21-Jun-2005,45484,Massachusetts,Melrose,,-71.06616329999999,42.45842920000001,Middlesex
northandovercitizen-wickedlocal.com,25009,northandovercitizen,"That’s “wicked” as in “very” – not “witch.” Provides tools for New England communities to write stories, join forums, post events, upload videos and publish pictures.",21-Jun-2005,45484,Massachusetts,North Andover,,-71.1350575,42.6987024,Essex
saugusadvertiser-wickedlocal.com,25017,saugusadvertiser,"That’s “wicked” as in “very” – not “witch.” Provides tools for New England communities to write stories, join forums, post events, upload videos and publish pictures.",21-Jun-2005,45484,Massachusetts,Melrose,,-71.06616329999999,42.45842920000001,Middlesex
sudburytowncrier-wickedlocal.com,25021,sudburytowncrier,"That’s “wicked” as in “very” – not “witch.” Provides tools for New England communities to write stories, join forums, post events, upload videos and publish pictures.",21-Jun-2005,45484,Massachusetts,Needham,,-71.23775479999998,42.2809285,Norfolk
swampscottreporter-wickedlocal.com,25009,swampscottreporter,Community news stories and information from the Swampscott Reporter.,21-Jun-2005,45484,Massachusetts,Marblehead,,-70.85780240000003,42.4999582,Essex
tauntondailygazette-tauntongazette.com,25005,tauntondailygazette,Includes area news and classifieds.,07-Aug-1997,730142,Massachusetts,Taunton,,-71.08976740000001,41.900101,Bristol
thevineyardgazette-vineyardgazette.com,25007,thevineyardgazette,"Includes island news, information, classifieds, and calendar.",None,290467,Massachusetts,Edgartown,,-70.5133599,41.3890052,Dukes
walpoletimes-wickedlocal.com,25021,walpoletimes,"Includes community calendar, news, obituaries, and classifieds.",21-Jun-2005,45484,Massachusetts,Walpole,,-71.2495096,42.14174420000001,Norfolk
